ID,BIRTHDATE,DEATHDATE,SSN,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER,ADDRESS
642303e7-86bf-4ba7-ba84-391752520b59,10/25/05,,999-48-3710,Hana,Brekke,,white,french,F,7117 Elvis Center Medford MA 02155 US
eea6b44e-06a7-4d68-86a7-5567799eef18,2/20/83,,999-89-6505,Javier,Hamill,M,white,irish,M,692 Feil Flats Milton MA 02186 US
9943efb3-15d2-4225-ba54-0cb4d4478f6a,10/13/68,,999-90-8612,Latina,Mayert,S,white,french,F,57373 Nicolas Canyon Suite 297 Wilmington MA 01887 US
928b57ba-3408-46db-9d81-bd1460b2f35f,1/3/57,,999-25-3095,Sang,Bauch,M,white,italian,M,3488 Wilkinson Drive Suite 678 Littleton MA 01460 US
0464ecb6-c515-4933-bb8c-0c4e883c1782,3/13/04,,999-90-8444,Mervin,Paucek,,white,irish,M,7124 Gleichner Knolls Worcester MA 01602 US
3e947bbe-36e0-43ee-bffe-1ebbe2e08b2b,6/1/13,,999-29-1280,Jerold,Dare,,white,portuguese,M,992 Ruben Neck Brockton MA 02305 US
41ec5505-df3f-4e0c-9e4c-2cc7e152031e,6/14/13,,999-53-2663,Georgianna,Boehm,,white,english,F,39806 Collier Park Apt. 732 Lowell MA 01853 US
5f615f2b-efb7-4032-8c88-dea2dc2eacbb,6/18/27,2/19/11,999-47-5449,Shane,Schumm,M,white,italian,M,8962 Conroy Shore Springfield MA 01109 US
b2a3b4de-2403-4919-a31f-0558c8442ea0,8/8/53,,999-54-1727,Robena,Mraz,M,white,italian,F,250 Volkman Estates Marlborough MA 01752 US
62fba42d-b528-41e3-a66c-51675fb92f42,8/24/79,,999-17-7183,Carri,Ondricka,M,white,irish,F,2273 Schneider Mews Suite 443 Hudson MA 01749 US
bb5a2c30-a164-4467-8b68-df7eef97c2b9,11/8/93,,999-53-2460,Faustino,Huel,,white,irish,M,4266 Beatrice Station Westminster MA 01473 US
eb62d6d0-fbad-4915-ba24-e78d9eec7ae3,3/18/93,,999-18-2733,Augustine,O'Reilly,,white,irish,M,7730 Elias Crescent Peabody MA 01961 US
9fb519d6-fd96-4dc2-8444-803c6677c7e3,8/2/06,,999-80-5325,Dan,Turcotte,,white,irish,F,744 Julie Mall Cambridge MA 02139 US
4d90611b-cb87-433c-81e4-a35ac74b909d,11/18/18,8/26/96,999-93-7276,Earnest,McClure,M,hispanic,puerto_rican,M,40112 Jazmin Cove Worcester MA 01612 US
f73d4196-a1da-41c3-b2a0-1d0623ba4627,1/29/86,,999-14-8127,Lacy,Collier,M,white,american,M,955 White Corner Suite 912 Natick MA 01760 US
34d518ce-e2e0-4175-8107-ce0c4e3ac48d,11/17/86,,999-88-2374,Rigoberto,Heidenreich,M,hispanic,mexican,M,7722 Schaefer Brook Holyoke MA 01041 US
3c049790-24b6-4c63-bd54-3f19d3c67ea5,11/13/41,,999-92-1695,Season,Franecki,M,asian,chinese,F,27543 Kayden River Apt. 549 Sharon MA 02067 US
4e450f84-ae03-40ff-9692-4339ffa36b0c,12/19/87,,999-92-4031,Jerrold,Ebert,M,hispanic,puerto_rican,M,9464 Bogisich Tunnel Apt. 798 Holbrook MA 02343 US
2ff59946-e6d0-492e-8704-a98296eedd4c,11/24/97,5/22/17,999-22-9957,Berry,Keebler,,black,dominican,M,88112 Destiney Viaduct Suite 807 Sandwich MA 02563 US
134da316-4f69-4f5b-be39-2abf9eece271,12/12/61,,999-53-4230,Ivan,Bernhard,M,black,african,M,5860 Lorenz Brooks North Andover MA 01845 US
e497677a-79d0-43ee-994e-a365ee8c497a,3/8/96,,999-82-2502,Deeann,Jacobson,,black,african,F,2768 Aaron Highway Apt. 367 Springfield MA 01104 US
3c0991b2-0a1b-4998-8c62-5bc418468832,5/29/04,,999-95-3818,Valeria,Shields,,asian,chinese,F,5600 Claudine Light Chicopee MA 01013 US
1d0e18c5-b47c-4196-b1d4-93b141098ae1,7/21/86,,999-53-1329,Courtney,Schaden,M,white,italian,F,9759 Wilfrid Flats Grafton MA 01519 US
12b4049e-3b55-4d55-9f65-093421fcc4f2,5/24/78,,999-20-5906,Tish,Donnelly,S,white,irish,F,6158 Cullen Viaduct Suite 483 Framingham MA 01701 US
1dc33f10-16ec-458a-be36-034eec650448,9/10/97,,999-17-3391,Carroll,Mosciski,,white,portuguese,M,4955 Mireille Vista Cambridge MA 02139 US
7a7d1ba4-2e57-4c55-81e6-1f3a37da6645,12/15/05,,999-46-8744,Dawna,McLaughlin,,black,african,F,9187 Dion Overpass Chelmsford MA 01824 US
73f084cb-ef47-4418-8ce3-34cd248fe1c6,3/4/54,,999-93-6752,Lala,Homenick,M,asian,chinese,F,47661 Thelma Shore Salisbury MA 01952 US
9ed4362a-ec81-4bbb-a63e-eb5c4669e24d,5/3/86,,999-73-8964,Jesse,Leuschke,M,asian,chinese,M,59189 Dach Trail Suite 834 Bridgewater MA 02325 US
9b8cf115-9285-42c1-95aa-d030ebb03e09,12/22/95,,999-82-2572,Willis,Bednar,,white,irish,M,55846 Jacobson Gardens Hull MA 02045 US
68d88ef1-f857-4d6e-acd9-8c44072c86f3,10/12/07,,999-80-6723,Felicitas,Hahn,,white,american,F,409 Jeromy Fall Hadley MA 01035 US
c2cc147d-a113-4d82-8f82-4c43318d3c32,3/10/76,,999-82-9962,Dominic,Bins,M,white,german,M,75704 Farrell Trafficway Suite 438 Winchendon MA 01475 US
a1bd1f7b-6b22-4ba8-8d28-491f8d219117,2/16/61,,999-99-1492,Ahmad,Fritsch,M,white,italian,M,6614 Meghan Islands Suite 424 Watertown Town MA 02472 US
0b81deef-90c2-458c-a5e0-4968432400ba,4/6/98,,999-50-7411,Merrilee,Thompson,,white,irish,F,681 Eugene Point Bridgewater MA 02324 US
c791ac11-8bb4-4f85-95a3-95e0b828b9fc,2/27/05,,999-43-4054,Bernardo,Wiza,,white,scottish,M,843 Durgan Valley Suite 720 Watertown Town MA 02471 US
a82bb07c-2356-4b81-9585-1471c1359089,4/6/41,4/7/01,999-52-6547,Buck,Zulauf,M,white,italian,M,53349 Haag Well Salem MA 01971 US
d0ad7f37-e497-424a-a1f4-33c1f2c6c9fb,3/10/40,6/8/03,999-50-6409,Young,Treutel,S,white,russian,M,52774 Dietrich Square Worcester MA 01601 US
147fac9f-0d17-4463-9d48-b8d2f567e012,1/7/02,,999-48-2136,Markus,Mraz,,white,polish,M,2839 Runolfsdottir Ports Gloucester MA 01931 US
c5b93aca-10a6-4416-8ba1-7f9d67c2fc15,5/3/53,,999-22-2805,Tiffany,Mertz,M,white,american,F,189 Goyette Meadow Apt. 931 Adams MA 01220 US
8510e7af-519a-4690-b5a4-095eaa5dd55a,12/29/32,11/30/92,999-38-6195,Ilda,Kutch,M,white,german,F,5326 Schuppe Burg Lowell MA 01850 US
f012bc5c-f2e8-4867-9401-2f4c394994c4,7/6/64,,999-36-1784,Chelsey,Balistreri,S,white,irish,F,952 Aufderhar Ports Suite 578 Everett MA 02149 US
c76a7698-b747-45fd-90b9-2f57dfe813a3,3/12/16,,999-21-4726,Vanesa,Kessler,,white,german,F,413 Linnie Path Suite 358 Mashpee MA 02649 US
e67b9845-d571-47eb-baaa-337c093d18f0,6/1/61,,999-44-2180,Katelynn,Tremblay,M,black,dominican,F,329 Heaney Parkway Suite 230 Everett MA 02149 US
c69469aa-ce7f-41c2-b7d1-d0225785b645,8/27/14,,999-82-5976,Eddy,Strosin,,white,english,M,5164 Donnell Plains Franklin Town MA 02038 US
89999a3a-24b9-4144-baf7-9c698a5f85d9,9/3/13,,999-26-6978,Ozie,Larson,,white,italian,F,7787 Wayne Isle Lanesborough MA 01237 US
83658dd2-6d01-49e8-8b95-f7f178e6a78f,6/23/11,,999-30-9902,Rufina,Balistreri,,white,irish,F,559 Yasmin Ranch West Springfield Town MA 01090 US
7e9c51cb-d8b3-4353-85f9-9e060e2155f2,8/12/12,,999-10-3183,Dixie,Mayert,,white,swedish,F,967 Lonie Spurs Suite 738 Melrose MA 02176 US
0583c5ff-17d3-431e-8b71-dd8638173280,8/27/02,,999-86-3119,Larue,Johnston,,hispanic,mexican,F,793 Borer Points Suite 456 Dracut MA 01826 US
21d7359a-9ff9-44b3-9f56-15da87c6a533,7/12/21,2/21/85,999-91-4855,Curt,Dibbert,M,white,italian,M,8915 Meta Club Brookline MA 02467 US
2199f796-c662-4fe6-a93e-c99d6e9838af,5/10/88,,999-15-9885,Harold,Kunde,M,hispanic,puerto_rican,M,75866 Kelton Groves Suite 966 Leominster MA 01453 US
3bf81a59-6d29-4419-a1e3-0f467c4db51d,2/24/74,,999-82-5682,Verda,Stehr,M,white,italian,F,8201 Kling Extensions Apt. 510 Everett MA 02149 US
a49e9083-ea9e-4741-888f-f3061bceea4a,5/21/26,,999-59-7708,Ivory,Bahringer,M,white,english,M,9444 Helen Lane Apt. 730 Pittsfield MA 01202 US
8fd2a4f2-d8c1-42e2-b0f1-77872fb8474c,4/10/29,7/20/09,999-76-9075,Audie,Altenwerth,M,white,irish,F,3741 Lura Camp Apt. 858 Salem MA 01971 US
6e261615-b4cc-44d4-b8c4-8ca804bcc7e3,12/3/20,,999-62-1664,Jerry,Kessler,M,hispanic,puerto_rican,M,29344 Hahn Brook Apt. 972 Watertown Town MA 02477 US
069e0012-5607-4e51-8eb8-4fb27a3fe136,10/23/91,,999-27-4849,Floy,Miller,,white,irish,F,5417 Enoch Burgs Apt. 898 Andover MA 01812 US
53215427-7e9c-45af-922b-166f77c3421f,5/21/39,2/19/95,999-59-3855,Aleen,Price,M,hispanic,puerto_rican,F,55478 Rowe Hollow Apt. 779 Fall River MA 02723 US
6c2fcf0b-63a5-4d82-a3fb-86197d57702c,1/2/86,,999-66-8632,Hazel,Jacobi,S,hispanic,puerto_rican,F,14997 Zaria Streets Apt. 922 Woburn MA 01813 US
319fead7-19d2-43f8-902d-9ee59f6898dd,3/4/17,,999-63-5011,Ruthann,Mayert,,white,italian,F,68133 Gaylord Creek Methuen Town MA 01844 US
c614b1c3-f9e6-4541-bc88-d529b5e031c2,6/17/58,,999-59-5828,Austin,King,M,white,german,M,86910 Jones Mountains Apt. 281 Leominster MA 01453 US
292804cc-8e4d-4437-8be1-4e309df5d8f6,3/1/89,,999-13-9378,Jackqueline,Jenkins,M,white,german,F,9332 Kelli Haven Billerica MA 01821 US
77b4d083-5be6-4551-8d2d-3c2345d81f41,5/24/20,9/29/08,999-89-1144,Concepcion,Schinner,M,hispanic,puerto_rican,F,9402 Schneider Meadow Suite 999 Seekonk MA 02771 US
6d66c6a6-8b0d-47c0-a573-b78ec8ceec63,10/5/38,5/1/13,999-76-4963,Mack,Orn,M,white,irish,M,750 Greenholt Village Apt. 991 Worcester MA 01606 US
b17f1837-0ade-45c2-8f0f-d788892ec3f3,8/15/69,,999-74-2690,Kaila,Yundt,S,white,irish,F,4615 Rohan Manors Suite 893 Danvers MA 01923 US
59b35e65-47c6-4564-a0a6-c1b4403ae8db,11/10/06,,999-64-9004,Geri,Hoeger,,white,french,F,472 Hessel Rapids Apt. 565 Mansfield MA 02048 US
a1f79430-d13c-462b-88f1-b635ebd56d81,6/6/17,12/2/92,999-25-5436,Sharie,Glover,S,white,italian,F,48012 Schumm Common Apt. 845 Milton MA 02186 US
e0faa2d3-e354-47eb-9f50-43b7b570ed7d,3/22/87,,999-74-9314,Jame,Mayer,M,black,dominican,M,86892 Schuster Turnpike Apt. 144 Athol MA 01331 US
18e9f2ff-e9a9-48f4-a129-4a0e5c80c610,2/3/05,,999-31-2462,Lucrecia,Sanford,,black,dominican,F,6149 MacGyver Passage Apt. 355 Andover MA 01810 US
a1a7fa23-7201-4705-b2a1-b423c0a882a2,7/30/89,,999-91-8986,Tuyet,Abernathy,M,white,polish,F,497 Alexandra Lights Apt. 327 Avon MA 02322 US
613516f0-b304-4fa6-a06a-7df322aeb4b3,3/25/45,8/10/58,999-11-9432,Gwen,Satterfield,,white,portuguese,F,669 Braxton Locks Suite 814 Norton MA 02766 US
e489813c-d670-4b7c-9ee2-fb13f40caac1,3/14/13,,999-55-7724,Madeline,Collins,,black,dominican,F,42895 Edmond Drives Townsend MA 01474 US
96c7f5f8-c12c-48f5-8d2a-3c0bd31a9629,1/23/34,1/5/71,999-21-7314,Kay,Tromp,M,black,african,F,94710 Kattie Station Brookline MA 02446 US
1110aa56-e592-4a62-8383-9142cbab9e89,12/5/92,,999-41-1929,Neville,McDermott,,white,french_canadian,M,228 Wilson Plaza Boston MA 02222 US
2e1644ee-f7ca-4700-9b8a-ceb5bfb3efd2,9/2/27,11/30/12,999-70-9634,Jake,Johns,M,white,italian,M,907 Maribel Stravenue Boston MA 02118 US
95d39005-4c7a-492f-b13a-fb91b827aa04,1/12/17,,999-51-1570,Berta,Barton,,white,german,F,3735 Howe Drive Cambridge MA 02138 US
d61aa3e4-01d2-4360-b9fd-ccc2911838a3,5/26/53,12/22/06,999-99-5166,Nathan,Botsford,M,white,american,M,9798 Emmitt Bridge Suite 440 Attleboro MA 02703 US
d5763d5a-669c-471a-9f81-c3bdcf4bde42,6/10/04,,999-33-4363,Melanie,Schroeder,,hispanic,puerto_rican,F,1208 Tillman Dale Apt. 644 Abington MA 02351 US
360a5d71-c49d-4b9a-8f4c-6c180e2e9b07,12/27/65,2/21/66,999-87-8758,Elke,Stehr,,white,irish,F,395 Susanna Isle Apt. 447 Leominster MA 01453 US
53244745-9198-41c8-83b7-1647d98cc618,3/2/38,8/2/17,999-10-3260,Major,D'Amore,M,white,irish,M,9089 McClure Junctions Apt. 246 Boston MA 02121 US
2ceaa07b-26e7-42c7-8505-ab7bd2117f3d,5/12/20,8/24/96,999-20-2111,Mervin,Frami,M,white,polish,M,1354 Pablo Neck Suite 854 Ludlow MA 01056 US
a4c81b9c-ef47-4207-ae64-39c8bf8976ad,3/2/41,,999-55-9563,Nathanial,Kuvalis,M,white,portuguese,M,4261 Alexa Springs Suite 425 Hampden MA 01036 US
